"","date","HCP_TYPE","APPT_MODE","appts","tot","appts_pcn","tot_pcn","apps_all","tot_all","final_percentage"
"429",2025-02-01,"GP","Unknown",109310,13320633,218,297589,109528,13618222,0.8
"430",2025-02-01,"GP","Video/Online",1039035,13320633,0,0,1039035,13320633,7.8
"431",2025-03-01,"GP","Face-to-Face",8306862,14255383,246672,312208,8553534,14567591,58.72
"432",2025-03-01,"GP","Home Visit",151588,14255383,2692,312208,154280,14567591,1.06
"433",2025-03-01,"GP","Telephone",4542645,14255383,60838,312208,4603483,14567591,31.6
"434",2025-03-01,"GP","Unknown",116648,14255383,335,312208,116983,14567591,0.8
"435",2025-03-01,"GP","Video/Online",1137640,14255383,0,0,1137640,14255383,7.98
"436",2025-04-01,"GP","Face-to-Face",7590006,13073791,195587,255496,7785593,13329287,58.41
"437",2025-04-01,"GP","Home Visit",148532,13073791,3098,255496,151630,13329287,1.14
"438",2025-04-01,"GP","Telephone",4152153,13073791,54452,255496,4206605,13329287,31.56
"439",2025-04-01,"GP","Unknown",103944,13073791,445,255496,104389,13329287,0.78
"440",2025-04-01,"GP","Video/Online",1079156,13073791,0,0,1079156,13073791,8.25
"441",2025-05-01,"GP","Face-to-Face",7640875,13157959,206296,271248,7847171,13429207,58.43
"442",2025-05-01,"GP","Home Visit",147617,13157959,3086,271248,150703,13429207,1.12
"443",2025-05-01,"GP","Telephone",4171029,13157959,58782,271248,4229811,13429207,31.5
"444",2025-05-01,"GP","Unknown",104807,13157959,287,271248,105094,13429207,0.78
"445",2025-05-01,"GP","Video/Online",1093631,13157959,0,0,1093631,13157959,8.31
"446",2025-06-01,"GP","Face-to-Face",7985478,13806340,198106,260781,8183584,14067121,58.18
"447",2025-06-01,"GP","Home Visit",149551,13806340,2962,260781,152513,14067121,1.08
"448",2025-06-01,"GP","Telephone",4393193,13806340,56144,260781,4449337,14067121,31.63
"449",2025-06-01,"GP","Unknown",106221,13806340,411,260781,106632,14067121,0.76
"450",2025-06-01,"GP","Video/Online",1171897,13806340,0,0,1171897,13806340,8.49
"451",2025-07-01,"GP","Face-to-Face",8271836,14410508,220153,290472,8491989,14700980,57.76
"452",2025-07-01,"GP","Home Visit",163207,14410508,3208,290472,166415,14700980,1.13
"453",2025-07-01,"GP","Telephone",4606535,14410508,62819,290472,4669354,14700980,31.76
"454",2025-07-01,"GP","Unknown",114853,14410508,483,290472,115336,14700980,0.78
"455",2025-07-01,"GP","Video/Online",1254077,14410508,0,0,1254077,14410508,8.7
"456",2025-08-01,"GP","Face-to-Face",6903773,12079900,197972,259646,7101745,12339546,57.55
"457",2025-08-01,"GP","Home Visit",136092,12079900,2792,259646,138884,12339546,1.13
"458",2025-08-01,"GP","Telephone",3846698,12079900,55602,259646,3902300,12339546,31.62
"459",2025-08-01,"GP","Unknown",96712,12079900,502,259646,97214,12339546,0.79
"460",2025-08-01,"GP","Video/Online",1096625,12079900,0,0,1096625,12079900,9.08
"461",2025-09-01,"GP","Face-to-Face",8332471,14458214,210032,276301,8542503,14734515,57.98
"462",2025-09-01,"GP","Home Visit",160662,14458214,3108,276301,163770,14734515,1.11
"463",2025-09-01,"GP","Telephone",4519327,14458214,58716,276301,4578043,14734515,31.07
"464",2025-09-01,"GP","Unknown",115371,14458214,481,276301,115852,14734515,0.79
"465",2025-09-01,"GP","Video/Online",1330383,14458214,0,0,1330383,14458214,9.2
"466",2025-10-01,"GP","Face-to-Face",9611382,16076621,224552,292005,9835934,16368626,60.09
"467",2025-10-01,"GP","Home Visit",174602,16076621,3994,292005,178596,16368626,1.09
"468",2025-10-01,"GP","Telephone",4631453,16076621,58905,292005,4690358,16368626,28.65
"469",2025-10-01,"GP","Unknown",125880,16076621,137,292005,126017,16368626,0.77
"470",2025-10-01,"GP","Video/Online",1533304,16076621,0,0,1533304,16076621,9.54
"471",2025-11-01,"GP","Face-to-Face",7848301,13690262,235899,302971,8084200,13993233,57.77
"472",2025-11-01,"GP","Home Visit",154281,13690262,3170,302971,157451,13993233,1.13
"473",2025-11-01,"GP","Telephone",4161951,13690262,59631,302971,4221582,13993233,30.17
"474",2025-11-01,"GP","Unknown",111403,13690262,145,302971,111548,13993233,0.8
"475",2025-11-01,"GP","Video/Online",1414326,13690262,0,0,1414326,13690262,10.33
"476",2025-12-01,"GP","Face-to-Face",7866911,13888300,253331,325182,8120242,14213482,57.13
"477",2025-12-01,"GP","Home Visit",164103,13888300,2759,325182,166862,14213482,1.17
"478",2025-12-01,"GP","Telephone",4260855,13888300,65107,325182,4325962,14213482,30.44
"479",2025-12-01,"GP","Unknown",115021,13888300,376,325182,115397,14213482,0.81
"480",2025-12-01,"GP","Video/Online",1481410,13888300,0,0,1481410,13888300,10.67
"481",2026-01-01,"GP","Face-to-Face",8374028,14780532,242773,309255,8616801,15089787,57.1
"482",2026-01-01,"GP","Home Visit",172192,14780532,3134,309255,175326,15089787,1.16
"483",2026-01-01,"GP","Telephone",4487004,14780532,58311,309255,4545315,15089787,30.12
"484",2026-01-01,"GP","Unknown",124297,14780532,375,309255,124672,15089787,0.83
"485",2026-01-01,"GP","Video/Online",1623011,14780532,0,0,1623011,14780532,10.98
"486",2026-02-01,"GP","Face-to-Face",7811892,13817062,238742,306289,8050634,14123351,57
"487",2026-02-01,"GP","Home Visit",156421,13817062,2823,306289,159244,14123351,1.13
"488",2026-02-01,"GP","Telephone",4175289,13817062,59974,306289,4235263,14123351,29.99
"489",2026-02-01,"GP","Unknown",118237,13817062,307,306289,118544,14123351,0.84
"490",2026-02-01,"GP","Video/Online",1555223,13817062,0,0,1555223,13817062,11.26
"491",2026-03-01,"GP","Face-to-Face",8669465,15383385,248035,324519,8917500,15707904,56.77
"492",2026-03-01,"GP","Home Visit",172097,15383385,3344,324519,175441,15707904,1.12
"493",2026-03-01,"GP","Telephone",4634963,15383385,67385,324519,4702348,15707904,29.94
"494",2026-03-01,"GP","Unknown",129593,15383385,494,324519,130087,15707904,0.83
"495",2026-03-01,"GP","Video/Online",1777267,15383385,0,0,1777267,15383385,11.55
